Type,time,mean,median,upper,lower,year,rate
DCC4,0,6.51E+07,4.29E+07,2.47E+08,1.33E+07,2020,0.000115945
DCC4,1764.45171,6.51E+07,4.29E+07,2.47E+08,1.33E+07,2019.7954,0.000115945
DCC4,3528.90342,6.51E+07,4.29E+07,2.47E+08,1.33E+07,2019.5908,0.000115945
DCC4,5293.35513,6.51E+07,4.29E+07,2.47E+08,1.33E+07,2019.3863,0.000115945
DCC4,7057.80684,6.51E+07,4.29E+07,2.47E+08,1.33E+07,2019.1817,0.000115945
DCC4,8822.25855,6.51E+07,4.29E+07,2.47E+08,1.33E+07,2018.9771,0.000115945
DCC4,10586.7103,6.51E+07,4.29E+07,2.47E+08,1.33E+07,2018.7725,0.000115945
DCC4,12351.162,6.51E+07,4.29E+07,2.47E+08,1.33E+07,2018.5679,0.000115945
DCC4,14115.6137,6.51E+07,4.29E+07,2.47E+08,1.33E+07,2018.3634,0.000115945
DCC4,15880.0654,6.51E+07,4.29E+07,2.47E+08,1.33E+07,2018.1588,0.000115945
DCC4,17644.5171,6.51E+07,4.29E+07,2.47E+08,1.33E+07,2017.9542,0.000115945
DCC4,19408.9688,6.51E+07,4.29E+07,2.47E+08,1.33E+07,2017.7496,0.000115945
DCC4,21173.4205,6.51E+07,4.29E+07,2.47E+08,1.33E+07,2017.545,0.000115945
DCC4,22937.8722,6.50E+07,4.29E+07,2.47E+08,1.34E+07,2017.3405,0.000115945
DCC4,24702.3239,6.50E+07,4.29E+07,2.47E+08,1.35E+07,2017.1359,0.000115945
DCC4,26466.7756,6.49E+07,4.27E+07,2.47E+08,1.35E+07,2016.9313,0.000115945
DCC4,28231.2273,6.46E+07,4.26E+07,2.46E+08,1.33E+07,2016.7267,0.000115945
DCC4,29995.6791,6.44E+07,4.25E+07,2.45E+08,1.32E+07,2016.5221,0.000115945
DCC4,31760.1308,6.39E+07,4.25E+07,2.41E+08,1.31E+07,2016.3176,0.000115945
DCC4,33524.5825,6.36E+07,4.24E+07,2.33E+08,1.30E+07,2016.113,0.000115945
DCC4,35289.0342,6.31E+07,4.22E+07,2.32E+08,1.28E+07,2015.9084,0.000115945
DCC4,37053.4859,6.28E+07,4.20E+07,2.25E+08,1.25E+07,2015.7038,0.000115945
DCC4,38817.9376,6.22E+07,4.16E+07,2.21E+08,1.23E+07,2015.4992,0.000115945
DCC4,40582.3893,6.17E+07,4.14E+07,2.20E+08,1.20E+07,2015.2947,0.000115945
DCC4,42346.841,5.99E+07,4.12E+07,2.10E+08,1.19E+07,2015.0901,0.000115945
DCC4,44111.2927,5.95E+07,4.12E+07,2.09E+08,1.19E+07,2014.8855,0.000115945
DCC4,45875.7444,5.86E+07,4.11E+07,2.07E+08,1.18E+07,2014.6809,0.000115945
DCC4,47640.1962,5.84E+07,4.09E+07,2.07E+08,1.16E+07,2014.4764,0.000115945
DCC4,49404.6479,5.82E+07,4.08E+07,2.06E+08,1.11E+07,2014.2718,0.000115945
DCC4,51169.0996,5.76E+07,4.04E+07,2.06E+08,1.05E+07,2014.0672,0.000115945
DCC4,52933.5513,5.74E+07,4.01E+07,2.06E+08,1.01E+07,2013.8626,0.000115945
DCC4,54698.003,5.70E+07,4.00E+07,2.06E+08,9281203.51,2013.658,0.000115945
DCC4,56462.4547,5.66E+07,3.96E+07,2.06E+08,6751449.47,2013.4535,0.000115945
DCC4,58226.9064,5.61E+07,3.95E+07,1.99E+08,4453152.88,2013.2489,0.000115945
DCC4,59991.3581,5.53E+07,3.90E+07,1.98E+08,2633132.77,2013.0443,0.000115945
DCC4,61755.8098,5.42E+07,3.83E+07,1.98E+08,1151331.34,2012.8397,0.000115945
DCC4,63520.2615,5.27E+07,3.77E+07,1.95E+08,688044.132,2012.6351,0.000115945
DCC4,65284.7132,5.19E+07,3.72E+07,1.95E+08,456861.509,2012.4306,0.000115945
DCC4,67049.165,5.04E+07,3.57E+07,1.93E+08,282475.078,2012.226,0.000115945
DCC4,68813.6167,4.89E+07,3.44E+07,1.92E+08,210353.265,2012.0214,0.000115945
DCC4,70578.0684,4.72E+07,3.32E+07,1.88E+08,161471.066,2011.8168,0.000115945
DCC4,72342.5201,4.58E+07,3.21E+07,1.87E+08,140990.972,2011.6122,0.000115945
DCC4,74106.9718,4.45E+07,3.10E+07,1.86E+08,118025.162,2011.4077,0.000115945
DCC4,75871.4235,4.31E+07,2.94E+07,1.85E+08,112354.502,2011.2031,0.000115945
DCC4,77635.8752,4.15E+07,2.75E+07,1.80E+08,113516.676,2010.9985,0.000115945
DCC4,79400.3269,3.99E+07,2.54E+07,1.70E+08,103842.918,2010.7939,0.000115945
DCC4,81164.7786,3.87E+07,2.40E+07,1.68E+08,96841.3233,2010.5893,0.000115945
DCC4,82929.2303,3.77E+07,2.12E+07,1.68E+08,92191.816,2010.3848,0.000115945
DCC4,84693.682,3.65E+07,1.84E+07,1.68E+08,89869.634,2010.1802,0.000115945
DCC4,86458.1338,3.51E+07,1.40E+07,1.65E+08,82749.1843,2009.9756,0.000115945
DCC4,88222.5855,3.41E+07,7687704.6,1.65E+08,82925.0062,2009.771,0.000115945
DCC4,89987.0372,3.24E+07,3960045.5,1.62E+08,80183.8422,2009.5664,0.000115945
DCC4,91751.4889,3.13E+07,2203546.9,1.61E+08,77775.7815,2009.3619,0.000115945
DCC4,93515.9406,3.02E+07,1454167.25,1.60E+08,75770.7498,2009.1573,0.000115945
DCC4,95280.3923,2.90E+07,937587.681,1.59E+08,75015.903,2008.9527,0.000115945
DCC4,97044.844,2.76E+07,724880.936,1.55E+08,69640.7953,2008.7481,0.000115945
DCC4,98809.2957,2.65E+07,560273.058,1.54E+08,70736.7295,2008.5435,0.000115945
DCC4,100573.747,2.53E+07,481082.782,1.52E+08,66054.3465,2008.339,0.000115945
DCC4,102338.199,2.44E+07,427282.777,1.51E+08,64991.2899,2008.1344,0.000115945
DCC4,104102.651,2.34E+07,393320.893,1.50E+08,64270.0739,2007.9298,0.000115945
DCC4,105867.103,2.21E+07,351346.709,1.49E+08,63984.3247,2007.7252,0.000115945
DCC4,107631.554,2.15E+07,328993.353,1.46E+08,62046.3495,2007.5206,0.000115945
DCC4,109396.006,2.05E+07,312670.181,1.45E+08,59353.2266,2007.3161,0.000115945
DCC4,111160.458,1.94E+07,298224.652,1.40E+08,56900.4861,2007.1115,0.000115945
DCC4,112924.909,1.86E+07,286722.344,1.39E+08,56039.5639,2006.9069,0.000115945
DCC4,114689.361,1.76E+07,277895.525,1.32E+08,52598.7234,2006.7023,0.000115945
DCC4,116453.813,1.65E+07,270556.845,1.27E+08,52059.6283,2006.4977,0.000115945
DCC4,118218.265,1.57E+07,255792.209,1.26E+08,49715.2859,2006.2932,0.000115945
DCC4,119982.716,1.49E+07,248393.485,1.22E+08,46964.6262,2006.0886,0.000115945
DCC4,121747.168,1.42E+07,244979.664,1.22E+08,44589.7488,2005.884,0.000115945
DCC4,123511.62,1.35E+07,239172.396,1.19E+08,42377.3146,2005.6794,0.000115945
DCC4,125276.071,1.28E+07,234066.631,1.16E+08,40584.0447,2005.4748,0.000115945
DCC4,127040.523,1.19E+07,232497.741,1.13E+08,39341.9777,2005.2703,0.000115945
DCC4,128804.975,1.12E+07,223150.391,1.12E+08,37181.7463,2005.0657,0.000115945
DCC4,130569.426,1.06E+07,220353.843,1.06E+08,35482.3995,2004.8611,0.000115945
DCC4,132333.878,1.01E+07,214022.063,1.02E+08,34487.4575,2004.6565,0.000115945
DCC4,134098.33,9597254.59,207829.848,1.01E+08,34165.6245,2004.4519,0.000115945
DCC4,135862.782,9170720.95,205266.834,9.88E+07,34158.2637,2004.2474,0.000115945
DCC4,137627.233,8638215.61,201645.291,9.77E+07,33733.568,2004.0428,0.000115945
DCC4,139391.685,8063578.21,200634.417,9.32E+07,30760.4958,2003.8382,0.000115945
DCC4,141156.137,7544296.81,195785.348,8.87E+07,30835.7826,2003.6336,0.000115945
DCC4,142920.588,6838161.43,192267.578,8.54E+07,30269.1533,2003.4291,0.000115945
DCC4,144685.04,6384118.81,187167.013,7.95E+07,30044.9163,2003.2245,0.000115945
DCC4,146449.492,5846549.72,182368.268,7.37E+07,29114.9555,2003.0199,0.000115945
DCC4,148213.944,5148331.03,178614.545,6.93E+07,28851.2382,2002.8153,0.000115945
DCC4,149978.395,4821869.87,174827.345,6.77E+07,28581.4498,2002.6107,0.000115945
DCC4,151742.847,4390483.51,171796.336,6.21E+07,28597.4251,2002.4062,0.000115945
DCC4,153507.299,4065735.6,169540.659,5.60E+07,28200.9059,2002.2016,0.000115945
DCC4,155271.75,3582030.01,164985.858,5.14E+07,28053.8881,2001.997,0.000115945
DCC4,157036.202,3176840,162205.967,4.59E+07,27659.959,2001.7924,0.000115945
DCC4,158800.654,2771218.38,156773.392,4.20E+07,27393.8464,2001.5878,0.000115945
DCC4,160565.106,2298828.29,155489.893,2.28E+07,27224.2927,2001.3833,0.000115945
DCC4,162329.557,2044873.12,152603.365,1.14E+07,27327.9848,2001.1787,0.000115945
DCC4,164094.009,1881973.76,149493.003,7734588.42,26969.4806,2000.9741,0.000115945
DCC4,165858.461,1664606.56,144371.463,5780578.2,26703.9825,2000.7695,0.000115945
DCC4,167622.912,1604922.87,142871.27,4315976.84,26703.9825,2000.5649,0.000115945
DCC4,169387.364,1356668.85,141755.994,2767358.91,26920.0264,2000.3604,0.000115945
DCC4,171151.816,1118271.39,140144.179,2310882.77,26703.9825,2000.1558,0.000115945
DCC4,172916.268,978118.333,137399.921,2015167.92,26267.331,1999.9512,0.000115945
DCC4,174680.719,NaN,NaN,NaN,NaN,1999.7466,0.000115945
DCC5,0,2.83E+07,1.53E+07,1.34E+08,3725032.81,2020,0.000117263
DCC5,2371.26814,2.83E+07,1.53E+07,1.34E+08,3725032.81,2019.7219,0.000117263
DCC5,4742.53629,2.82E+07,1.53E+07,1.33E+08,3725032.81,2019.4439,0.000117263
DCC5,7113.80443,2.82E+07,1.53E+07,1.33E+08,3725032.81,2019.1658,0.000117263
DCC5,9485.07258,2.82E+07,1.53E+07,1.33E+08,3709024.66,2018.8878,0.000117263
DCC5,11856.3407,2.82E+07,1.52E+07,1.33E+08,3695982.13,2018.6097,0.000117263
DCC5,14227.6089,2.80E+07,1.51E+07,1.29E+08,3651872.74,2018.3316,0.000117263
DCC5,16598.877,2.79E+07,1.50E+07,1.29E+08,3472403.62,2018.0536,0.000117263
DCC5,18970.1452,2.74E+07,1.47E+07,1.27E+08,3187428.75,2017.7755,0.000117263
DCC5,21341.4133,2.69E+07,1.42E+07,1.26E+08,2342813.15,2017.4974,0.000117263
DCC5,23712.6814,2.62E+07,1.38E+07,1.17E+08,1529438.65,2017.2194,0.000117263
DCC5,26083.9496,2.51E+07,1.32E+07,1.13E+08,849745.56,2016.9413,0.000117263
DCC5,28455.2177,2.38E+07,1.20E+07,1.13E+08,622539.313,2016.6633,0.000117263
DCC5,30826.4859,2.18E+07,1.09E+07,1.08E+08,433432.762,2016.3852,0.000117263
DCC5,33197.754,1.98E+07,9313575.47,9.81E+07,363605.763,2016.1071,0.000117263
DCC5,35569.0222,1.83E+07,7326120.21,9.44E+07,308043.559,2015.8291,0.000117263
DCC5,37940.2903,1.64E+07,4670715.3,9.00E+07,287413.254,2015.551,0.000117263
DCC5,40311.5584,1.47E+07,2953321.82,8.67E+07,321450.167,2015.273,0.000117263
DCC5,42682.8266,1.34E+07,2215515.67,8.24E+07,329099.252,2014.9949,0.000117263
DCC5,45054.0947,1.23E+07,2016737.08,7.86E+07,344644.76,2014.7168,0.000117263
DCC5,47425.3629,1.08E+07,1876085.09,6.92E+07,357405.528,2014.4388,0.000117263
DCC5,49796.631,9559068,1835042.98,6.48E+07,406399.157,2014.1607,0.000117263
DCC5,52167.8992,8439138.66,1878259.72,6.02E+07,408380.296,2013.8827,0.000117263
DCC5,54539.1673,7515511,1947123.36,5.61E+07,420440.08,2013.6046,0.000117263
DCC5,56910.4355,6872693.91,2021072.44,5.09E+07,454803.438,2013.3265,0.000117263
DCC5,59281.7036,6396221.05,2074406.92,4.66E+07,481214.22,2013.0485,0.000117263
DCC5,61652.9717,6124064.53,2166175.52,4.22E+07,508110.369,2012.7704,0.000117263
DCC5,64024.2399,5717925.41,2286227.46,3.75E+07,535336.724,2012.4923,0.000117263
DCC5,66395.508,5004889.96,2370567.84,2.98E+07,571282.106,2012.2143,0.000117263
DCC5,68766.7762,4758879.65,2465561.75,2.56E+07,606975.217,2011.9362,0.000117263
DCC5,71138.0443,4266745.34,2527267.95,1.93E+07,622397.984,2011.6582,0.000117263
DCC5,73509.3125,3779862.06,2574610.13,1.11E+07,667146.808,2011.3801,0.000117263
DCC5,75880.5806,3687821.88,2655191.48,9436625.48,677327.572,2011.102,0.000117263
DCC5,78251.8487,3626710.09,2731389.24,8675139.37,739567.608,2010.824,0.000117263
DCC5,80623.1169,3583033.62,2802261.1,8150013.2,791104.29,2010.5459,0.000117263
DCC5,82994.385,3578610.56,2913986.76,8399929.77,812194.357,2010.2679,0.000117263
DCC5,85365.6532,3565093.81,2966900.66,8148494.78,855872.451,2009.9898,0.000117263
DCC5,87736.9213,3532574.05,3026169.38,8071718.96,893696.632,2009.7117,0.000117263
DCC5,90108.1895,3576568.74,3087228.64,8096083.93,951183.508,2009.4337,0.000117263
DCC5,92479.4576,3614716.36,3171528.63,8167891.33,989787.511,2009.1556,0.000117263
DCC5,94850.7258,3705178.08,3249275.7,8434687.63,1047693.79,2008.8775,0.000117263
DCC5,97221.9939,3740624.02,3324213.73,8582809.62,1152513.95,2008.5995,0.000117263
DCC5,99593.262,3827007.74,3404256.22,8822117.66,1219168.83,2008.3214,0.000117263
DCC5,101964.53,3882076.51,3456615.55,9002333.76,1265939.11,2008.0434,0.000117263
DCC5,104335.798,3956659.1,3495240.1,9370177.68,1337900.49,2007.7653,0.000117263
DCC5,106707.066,4023215.3,3557639.86,9456066.38,1360085.8,2007.4872,0.000117263
DCC5,109078.335,4113440.21,3632187.95,9699520.19,1409524.48,2007.2092,0.000117263
DCC5,111449.603,4164019.73,3686387.31,9766723.84,1450581.59,2006.9311,0.000117263
DCC5,113820.871,4212500.12,3728740.47,9946106.94,1467487.56,2006.6531,0.000117263
DCC5,116192.139,4249150.29,3765118.38,9963544.84,1526163.36,2006.375,0.000117263
DCC5,118563.407,4296843.32,3800330.14,1.02E+07,1526163.36,2006.0969,0.000117263
DCC5,120934.675,4344467.54,3828591.68,1.04E+07,1545035.8,2005.8189,0.000117263
DCC5,123305.943,4379136.26,3864274.1,1.05E+07,1545035.8,2005.5408,0.000117263
DCC5,125677.212,4409187.21,3881333.96,1.06E+07,1531532.46,2005.2627,0.000117263
DCC5,128048.48,4438954.3,3899240.07,1.06E+07,1481169.46,2004.9847,0.000117263
DCC5,130419.748,4477564.39,3929960.47,1.07E+07,1462334.62,2004.7066,0.000117263
DCC5,132791.016,4487562.62,3942781.4,1.08E+07,1425364.18,2004.4286,0.000117263
DCC5,135162.284,4501961.19,3964479.65,1.08E+07,1337900.49,2004.1505,0.000117263
DCC5,137533.552,4496322.96,3968311.62,1.08E+07,929292.784,2003.8724,0.000117263
DCC5,139904.82,4484346.09,3974139.6,1.09E+07,727849.465,2003.5944,0.000117263
DCC5,142276.089,4464604.11,3974139.6,1.09E+07,544255.758,2003.3163,0.000117263
DCC5,144647.357,4442792.39,3972747.69,1.10E+07,367056.79,2003.0383,0.000117263
DCC5,147018.625,4441229.62,3978791.6,1.10E+07,343751.774,2002.7602,0.000117263
DCC5,149389.893,4433671,3980264.63,1.11E+07,283743.523,2002.4821,0.000117263
DCC5,151761.161,4389791,3953429.63,1.11E+07,225163.336,2002.2041,0.000117263
DCC5,154132.429,4344909.63,3933349.53,1.11E+07,191455.35,2001.926,0.000117263
DCC5,156503.697,4300013.12,3917962.41,1.11E+07,143154.876,2001.648,0.000117263
DCC5,158874.966,4256363.42,3900352.1,1.12E+07,133472.88,2001.3699,0.000117263
DCC5,161246.234,4198430.73,3862202.37,1.13E+07,113689.531,2001.0918,0.000117263
DCC5,163617.502,4147035.46,3843305.48,1.13E+07,103910.573,2000.8138,0.000117263
DCC5,165988.77,4081150.59,3801566.56,1.12E+07,94073.967,2000.5357,0.000117263
DCC5,168360.038,4033454.25,3769213.81,1.13E+07,81131.9751,2000.2576,0.000117263
DCC5,170731.306,3984774.07,3727333.9,1.14E+07,65616.1806,1999.9796,0.000117263
DCC5,173102.575,3947472.45,3691146.64,1.15E+07,64252.0416,1999.7015,0.000117263
DCC5,175473.843,3890081.01,3653624.87,1.16E+07,53252.602,1999.4235,0.000117263
DCC5,177845.111,3811641.26,3582506.63,1.15E+07,44797.2428,1999.1454,0.000117263
DCC5,180216.379,3756094.2,3536145.98,1.16E+07,39381.4101,1998.8673,0.000117263
DCC5,182587.647,3704610.96,3487921.77,1.17E+07,32577.2211,1998.5893,0.000117263
DCC5,184958.915,3631209.07,3391637.84,1.17E+07,28917.5893,1998.3112,0.000117263
DCC5,187330.183,3585353.94,3305251.96,1.18E+07,28174.0469,1998.0332,0.000117263
DCC5,189701.452,3538883.05,3244528.07,1.18E+07,27115.5024,1997.7551,0.000117263
DCC5,192072.72,3461925.9,3049433.99,1.18E+07,26413.6669,1997.477,0.000117263
DCC5,194443.988,3400581.27,2949601.93,1.18E+07,25427.5516,1997.199,0.000117263
DCC5,196815.256,3352234.33,2883104.64,1.19E+07,24357.9871,1996.9209,0.000117263
DCC5,199186.524,3284800.62,2709077.76,1.19E+07,23939.5078,1996.6428,0.000117263
DCC5,201557.792,3229678.63,2585796.2,1.19E+07,22240.1595,1996.3648,0.000117263
DCC5,203929.06,3157475.22,2351145.88,1.17E+07,22456.0633,1996.0867,0.000117263
DCC5,206300.329,3110218.19,2098760.75,1.17E+07,21440.5545,1995.8087,0.000117263
DCC5,208671.597,3064410.13,1708346.27,1.17E+07,20895.7831,1995.5306,0.000117263
DCC5,211042.865,3023548.93,1152796.48,1.18E+07,20572.5431,1995.2525,0.000117263
DCC5,213414.133,2972136.28,908638.799,1.18E+07,20189.4407,1994.9745,0.000117263
DCC5,215785.401,2925368.81,812119.539,1.18E+07,20216.7533,1994.6964,0.000117263
DCC5,218156.669,2865953.51,729361.496,1.15E+07,19417.8058,1994.4184,0.000117263
DCC5,220527.937,2816058.21,631775.448,1.15E+07,19433.7606,1994.1403,0.000117263
DCC5,222899.206,2774438.11,550136.33,1.14E+07,19417.8058,1993.8622,0.000117263
DCC5,225270.474,2733979.68,483900.275,1.15E+07,18916.9565,1993.5842,0.000117263
DCC5,227641.742,2680619.3,441016.337,1.15E+07,18916.9565,1993.3061,0.000117263
DCC5,230013.01,2633303.22,409667.101,1.15E+07,18916.9565,1993.0281,0.000117263
DCC5,232384.278,2593999.48,377763.698,1.15E+07,19129.086,1992.75,0.000117263
DCC5,234755.546,2537905.39,341100.053,1.15E+07,18916.9565,1992.4719,0.000117263
DCC6,0,5369629.54,3642212.26,2.04E+07,1194901.7,2020,0.000144179
DCC6,4807.57986,5146474.69,3542298.5,1.88E+07,1267701.71,2019.3069,0.000144179
