Type,time,mean,median,upper,lower,rate,year
eDCC13,305484.447,1046650.2,927761.493,2306604.85,434922.706,0.000122909,1982.453094
eDCC13,313121.558,1044567.44,926160.748,2298383.79,432687.72,0.000122909,1981.514421
eDCC13,320758.67,1043966.65,925491.717,2306604.85,431346.84,0.000122909,1980.575748
eDCC13,328395.781,1043103.64,924956.514,2318378.06,429734.246,0.000122909,1979.637076
eDCC13,336032.892,1042694.25,923422.118,2326504.29,424463.596,0.000122909,1978.698403
eDCC13,343670.003,1042280.83,924498.395,2306604.85,426213.824,0.000122909,1977.75973
eDCC13,351307.114,1043790.69,923422.118,2326504.29,424463.596,0.000122909,1976.821058
eDCC13,358944.226,1040292.31,922388.416,2306604.85,416887.465,0.000122909,1975.882385
eDCC13,366581.337,1038784.58,920189.643,2306604.85,416394.424,0.000122909,1974.943712
eDCC13,374218.448,1039593.54,920189.643,2304515.41,415643.557,0.000122909,1974.00504
eDCC13,381855.559,1038874.41,919207.323,2304515.41,415104.066,0.000122909,1973.066367
eDCC13,389492.67,1038183.05,917905.767,2306604.85,414931.831,0.000122909,1972.127694
eDCC13,397129.781,1036682.01,917573.086,2304515.41,410902.401,0.000122909,1971.189022
eDCC13,404766.893,1035393.77,917573.086,2304515.41,409950.055,0.000122909,1970.250349
eDCC13,412404.004,1034534.52,917489.64,2298383.79,409950.055,0.000122909,1969.311676
eDCC13,420041.115,1034087.7,917489.64,2298383.79,409250.402,0.000122909,1968.373004
eDCC13,427678.226,1035876.79,917489.64,2304515.41,409250.402,0.000122909,1967.434331
eDCC13,435315.337,1036082.28,916718.815,2306604.85,409950.055,0.000122909,1966.495659
eDCC13,442952.449,1035773.23,914392.156,2318378.06,409250.402,0.000122909,1965.556986
eDCC13,450589.56,1034039.27,913009.256,2318378.06,409031.086,0.000122909,1964.618313
eDCC13,458226.671,1034335.31,911540.684,2318378.06,409031.086,0.000122909,1963.679641
eDCC13,465863.782,1035724.08,913259.96,2326504.29,409031.086,0.000122909,1962.740968
eDCC13,473500.893,1035758.95,911595.731,2326504.29,404191.22,0.000122909,1961.802295
eDCC13,481138.004,1035218.86,911540.684,2318378.06,404191.22,0.000122909,1960.863623
eDCC13,488775.116,1034999.28,911595.731,2318378.06,402944.382,0.000122909,1959.92495
eDCC13,496412.227,1036863.08,911540.684,2341280.42,401471.523,0.000122909,1958.986277
eDCC13,504049.338,1036556.35,911203.661,2348736.3,395918.532,0.000122909,1958.047605
eDCC13,511686.449,1034473.6,910681.949,2348736.3,395225.772,0.000122909,1957.108932
eDCC13,519323.56,1033135.83,910085.367,2348736.3,394938.663,0.000122909,1956.170259
eDCC13,526960.672,1033423.71,909787.49,2368741.49,387751.211,0.000122909,1955.231587
eDCC13,534597.783,1033101.37,909519.231,2388857.74,381492.264,0.000122909,1954.292914
eDCC13,542234.894,1030847,906993.39,2388857.74,378083.286,0.000122909,1953.354241
eDCC13,549872.005,1031020.33,906993.39,2388857.74,373181.848,0.000122909,1952.415569
eDCC13,557509.116,1030344.84,906599.24,2368741.49,364986.745,0.000122909,1951.476896
eDCC13,565146.227,1030808.62,906599.24,2388857.74,364986.745,0.000122909,1950.538223
eDCC13,572783.339,1030345.2,906993.39,2388857.74,358681.101,0.000122909,1949.599551
eDCC13,580420.45,1030173.71,906599.24,2388857.74,350195.597,0.000122909,1948.660878
eDCC13,588057.561,963663.258,855876.289,2388857.74,343198.116,0.000122909,1947.722205
eDCC13,595694.672,937792.083,858058.054,2388857.74,333137.913,0.000122909,1946.783533
eDCC13,603331.783,909772.93,854835.742,2390864.13,326112.021,0.000122909,1945.84486
eDCC13,610968.895,884701.802,850317.285,2396660.07,323704.673,0.000122909,1944.906187
eDCC13,618606.006,868799.052,847617.318,2390864.13,323704.673,0.000122909,1943.967515
eDCC13,626243.117,840065.149,846578.7,2388857.74,318978.566,0.000122909,1943.028842
eDCC13,633880.228,818375.189,843879.127,2388857.74,308853.443,0.000122909,1942.090169
eDCC13,641517.339,795792.359,841460.315,2390864.13,297554.143,0.000122909,1941.151497
eDCC13,649154.45,767678.372,840398.59,2396660.07,296196.339,0.000122909,1940.212824
eDCC13,656791.562,746340.853,840015.562,2396660.07,287356.253,0.000122909,1939.274151
eDCC13,664428.673,725100.213,837308.263,2396660.07,285581.578,0.000122909,1938.335479
eDCC13,672065.784,707953.234,834052.064,2390864.13,282005.679,0.000122909,1937.396806
eDCC13,679702.895,688138.786,831924.669,2390864.13,276473.982,0.000122909,1936.458133
eDCC13,687340.006,659214.765,830816.235,2390864.13,264753.957,0.000122909,1935.519461
eDCC13,694977.118,637027.709,830272.402,2368741.49,262955.042,0.000122909,1934.580788
eDCC13,702614.229,624356.281,829390.037,2390864.13,262245.434,0.000122909,1933.642115
eDCC13,710251.34,614945.09,829135.994,2390864.13,255055.011,0.000122909,1932.703443
eDCC13,717888.451,594782.931,828532.178,2388857.74,245053.385,0.000122909,1931.76477
eDCC13,725525.562,580203.083,828145.265,2388857.74,239188.567,0.000122909,1930.826098
eDCC13,733162.673,563420.843,828393.713,2388857.74,231658.318,0.000122909,1929.887425
eDCC13,740799.785,552406.674,826817.584,2390864.13,228302.027,0.000122909,1928.948752
eDCC13,748436.896,537859.215,826070.977,2397996.19,226847.62,0.000122909,1928.010079
eDCC13,756074.007,513032.333,825565.798,2397996.19,221620.921,0.000122909,1927.071407
eDCC14,0,193686.095,115331.057,841278.938,15428.2222,0.000132885,2020
eDCC14,4865.69627,737840.847,564882.446,2381303.54,173728.865,0.000132885,2019.353421
eDCC14,9731.39254,1414727.48,1123163.95,4060813.6,368938.688,0.000132885,2018.706842
eDCC14,14597.0888,1960807.58,1663398.14,5211772,528535.615,0.000132885,2018.060263
eDCC14,19462.7851,2394014.58,2072195.26,6022666.39,708539.764,0.000132885,2017.413684
eDCC14,24328.4813,2755884.22,2397033.7,6612813.89,827139.864,0.000132885,2016.767105
eDCC14,29194.1776,3007353.53,2630175.18,6947956.07,991574.43,0.000132885,2016.120526
eDCC14,34059.8739,3199105.2,2838864.51,7556846.26,1134796.25,0.000132885,2015.473947
eDCC14,38925.5701,3353586.71,2942896.13,7924016.55,1232965.13,0.000132885,2014.827368
eDCC14,43791.2664,3461545.25,3026741.45,8189368.31,1327912.13,0.000132885,2014.180789
eDCC14,48656.9627,3538256.47,3080225.33,8279089.1,1346496.65,0.000132885,2013.53421
eDCC14,53522.6589,3600548.4,3148588.46,8346218.4,1354680.23,0.000132885,2012.887631
eDCC14,58388.3552,3677398.08,3204152.98,8559530.2,1389575.63,0.000132885,2012.241052
eDCC14,63254.0515,3745005.03,3246431.73,8818322.46,1394331.38,0.000132885,2011.594473
eDCC14,68119.7478,3764295.22,3255259.97,9007855,1394331.38,0.000132885,2010.947895
eDCC14,72985.444,3810862.1,3275092.85,9053202.41,1395915.19,0.000132885,2010.301316
eDCC14,77851.1403,3841505.35,3303017.47,9122460.62,1406290,0.000132885,2009.654737
eDCC14,82716.8366,3861938.27,3312163.01,9198139.15,1395915.19,0.000132885,2009.008158
eDCC14,87582.5328,3869240.28,3314731.66,9281971.13,1388218.29,0.000132885,2008.361579
eDCC14,92448.2291,3875847.65,3317725.14,9372487.03,1370785.05,0.000132885,2007.715
eDCC14,97313.9254,3884654.07,3306565.91,9424443.29,1325344.62,0.000132885,2007.068421
eDCC14,102179.622,3876501.51,3312591.78,9418688.4,1264835.26,0.000132885,2006.421842
eDCC14,107045.318,3875962.69,3315080.51,9424443.29,1211455.68,0.000132885,2005.775263
eDCC14,111911.014,3836928.74,3288230.52,9418688.4,1106850.26,0.000132885,2005.128684
eDCC14,116776.71,3816984.97,3273946.37,9424443.29,1003615.43,0.000132885,2004.482105
eDCC14,121642.407,3786991.2,3245913.97,9418688.4,901905.88,0.000132885,2003.835526
eDCC14,126508.103,3756183.45,3235467.69,9424443.29,811569.274,0.000132885,2003.188947
eDCC14,131373.799,3699031.04,3164646.08,9411567.37,757838.563,0.000132885,2002.542368
eDCC14,136239.496,3645581.74,3103165.77,9411567.37,731674.759,0.000132885,2001.895789
eDCC14,141105.192,3582565.65,3029711.35,9399081.76,657190.442,0.000132885,2001.24921
eDCC14,145970.888,3508808.66,2965955.58,9399081.76,631571.935,0.000132885,2000.602631
eDCC14,150836.584,3458370.2,2918142.38,9411567.37,590403.768,0.000132885,1999.956052
eDCC14,155702.281,3404773.56,2845893.01,9424443.29,557321.28,0.000132885,1999.309473
eDCC14,160567.977,3365988.59,2780592.09,9481704.66,525082.583,0.000132885,1998.662894
eDCC14,165433.673,3316181.28,2712102.56,9424443.29,497785.776,0.000132885,1998.016315
eDCC14,170299.369,3257864.14,2644512.97,9418688.4,477528.968,0.000132885,1997.369736
eDCC14,175165.066,3220192.47,2575276.97,9467575.88,437685.402,0.000132885,1996.723157
eDCC14,180030.762,3152451.93,2512102.94,9411567.37,372919.261,0.000132885,1996.076578
eDCC14,184896.458,3072603.27,2406270.14,9411521.13,318246.253,0.000132885,1995.429999
eDCC14,189762.154,3008484.63,2342551.37,9328539.69,248617.045,0.000132885,1994.783421
eDCC14,194627.851,2926717.39,2244463.82,9298923.19,224319.402,0.000132885,1994.136841
eDCC14,199493.547,2850792.9,2138656.88,9261483.48,195494.718,0.000132885,1993.490263
eDCC14,204359.243,2765107.04,2047682.75,9239625.45,175190.403,0.000132885,1992.843684
eDCC14,209224.94,2670488.38,1990171.91,9075270.5,160501.916,0.000132885,1992.197105
eDCC14,214090.636,2611944.2,1926428.96,9063376.19,151916.269,0.000132885,1991.550526
eDCC14,218956.332,2548953.19,1833499.36,9053202.41,148428.793,0.000132885,1990.903947
eDCC14,223822.028,2472611.33,1746098.06,9025212.89,140324.608,0.000132885,1990.257368
eDCC14,228687.725,2388810.62,1635225.71,8974736.11,131933.018,0.000132885,1989.610789
eDCC14,233553.421,2298260.43,1501440.6,8807333.05,128814.527,0.000132885,1988.96421
eDCC14,238419.117,2217573.81,1398952.4,8812514,127659.286,0.000132885,1988.317631
eDCC14,243284.813,2147902.74,1317103.9,8713470.69,126229.381,0.000132885,1987.671052
eDCC14,248150.51,2085136.24,1210719.02,8693402.91,124063.684,0.000132885,1987.024473
eDCC14,253016.206,2024722.17,1121024.77,8435122.8,124865.837,0.000132885,1986.377894
eDCC14,257881.902,1954285.2,1016288.25,8189368.31,125462.012,0.000132885,1985.731315
eDCC14,262747.598,1889716.49,916156.089,8027952.79,123672.326,0.000132885,1985.084736
eDCC14,267613.295,1832209.53,840989.977,7826871.09,123118.253,0.000132885,1984.438157
eDCC14,272478.991,1778985.72,746388.188,7733622.99,123672.326,0.000132885,1983.791578
eDCC14,277344.687,1734373.02,683387.696,7608640.31,123498.71,0.000132885,1983.144999
eDCC14,282210.384,1679925.8,622449.257,7490574.55,121723.86,0.000132885,1982.49842
eDCC14,287076.08,1624651.6,564066.143,7324881.58,119278.932,0.000132885,1981.851841
eDCC14,291941.776,1590483.32,531501.652,7295572.65,117642.062,0.000132885,1981.205262
eDCC14,296807.472,1534050.46,504238.188,7149950.17,117546.307,0.000132885,1980.558683
eDCC14,301673.169,1493455.16,479310.698,7149950.17,119473.934,0.000132885,1979.912104
eDCC14,306538.865,1453353.95,458751.322,7068750.66,117546.307,0.000132885,1979.265525
eDCC14,311404.561,1384577.44,445080.603,6862631.41,117231.755,0.000132885,1978.618946
eDCC14,316270.257,1344720.97,427141.486,6843905.71,116051.557,0.000132885,1977.972368
eDCC14,321135.954,1319888.14,412906.559,6841290.46,115713.81,0.000132885,1977.325788
eDCC14,326001.65,1272516.46,399475.831,6665198.83,114382.915,0.000132885,1976.67921
eDCC14,330867.346,1244453.54,391181.245,6612604.93,114526.18,0.000132885,1976.032631
eDCC14,335733.042,1205486.75,385918.477,6583066.89,113031.184,0.000132885,1975.386052
eDCC14,340598.739,1171312.66,373463.69,6558727.76,113031.184,0.000132885,1974.739473
eDCC14,345464.435,1132288.02,367167.27,6254469.14,112123.718,0.000132885,1974.092894
eDCC14,350330.131,1109091.25,364092.359,6219615.09,113523.501,0.000132885,1973.446315
eDCC14,355195.828,1078845.68,358332.156,6138198.36,112123.718,0.000132885,1972.799736
eDCC14,360061.524,1051996.72,351754.423,6115910.54,111811.458,0.000132885,1972.153157
eDCC14,364927.22,1022289.62,348735.596,6044016.98,110135.693,0.000132885,1971.506578
eDCC14,369792.916,983131.258,345876.289,5583394.37,108890.893,0.000132885,1970.859999
eDCC14,374658.613,957260.083,348058.054,5498906.85,108890.893,0.000132885,1970.21342
eDCC14,379524.309,929240.93,344835.742,5300987.39,107888.187,0.000132885,1969.566841
eDCC14,384390.005,904169.802,340317.285,5169521.26,107888.187,0.000132885,1968.920262
eDCC14,389255.701,888267.052,337617.318,5107100.5,107243.121,0.000132885,1968.273683
eDCC14,394121.398,859533.149,336578.7,5011522.73,106721.456,0.000132885,1967.627104
eDCC14,398987.094,837843.189,333879.127,4999246.71,105164.041,0.000132885,1966.980525
eDCC14,403852.79,815260.359,331460.315,4867980.11,103056.366,0.000132885,1966.333946
eDCC14,408718.487,787146.372,330398.59,4802159.3,103020.856,0.000132885,1965.687367
eDCC14,413584.183,765808.853,330015.562,4688947.41,103685.097,0.000132885,1965.040788
eDCC14,418449.879,744568.213,327308.263,4471691.67,103020.856,0.000132885,1964.394209
eDCC14,423315.575,727421.234,324052.064,4450548.8,102465.698,0.000132885,1963.74763
eDCC14,428181.272,707606.786,321924.669,4304052.21,102465.698,0.000132885,1963.101051
eDCC14,433046.968,678682.765,320816.235,4093644.97,101319.922,0.000132885,1962.454472
eDCC14,437912.664,656495.709,320272.402,4000306.58,102051.056,0.000132885,1961.807893
eDCC14,442778.36,643824.281,319390.037,3922954.3,101808.841,0.000132885,1961.161314
eDCC14,447644.057,634413.09,319135.994,3826005.59,101319.922,0.000132885,1960.514735
eDCC14,452509.753,614250.931,318532.178,3761443.22,101319.922,0.000132885,1959.868157
eDCC14,457375.449,599671.083,318145.265,3589562.28,101017.863,0.000132885,1959.221578
eDCC14,462241.145,582888.843,318393.713,3296578.75,101017.863,0.000132885,1958.574999
eDCC14,467106.842,571874.674,316817.584,3237184.46,100682.544,0.000132885,1957.92842
eDCC14,471972.538,557327.215,316070.977,3078681.42,100682.544,0.000132885,1957.281841
eDCC14,476838.234,532500.333,315565.798,2801456.82,100682.544,0.000132885,1956.635262
eDCC14,481703.931,NaN,NaN,NaN,NaN,0.000132885,1955.988683
eDCC30,0,1.81E+07,1.24E+07,7.00E+07,4021232.86,6.87013E-05,2020
eDCC30,2961.62319,1.81E+07,1.24E+07,6.96E+07,4031632.58,6.87013E-05,2019.796533
eDCC30,5923.24638,1.80E+07,1.24E+07,6.88E+07,4075069.42,6.87013E-05,2019.593065
eDCC30,8884.86958,1.78E+07,1.23E+07,6.68E+07,4068391.43,6.87013E-05,2019.389598
eDCC30,11846.4928,1.75E+07,1.20E+07,6.64E+07,3980941.21,6.87013E-05,2019.186131
eDCC30,14808.116,1.73E+07,1.18E+07,6.64E+07,3979412.39,6.87013E-05,2018.982663
eDCC30,17769.7392,1.70E+07,1.17E+07,6.44E+07,3712773.76,6.87013E-05,2018.779196
eDCC30,20731.3623,1.66E+07,1.14E+07,6.40E+07,3457342.37,6.87013E-05,2018.575728
eDCC30,23692.9855,1.60E+07,1.13E+07,5.96E+07,3356729.64,6.87013E-05,2018.372261
eDCC30,26654.6087,1.53E+07,1.10E+07,5.47E+07,2993760.4,6.87013E-05,2018.168794
eDCC30,29616.2319,1.49E+07,1.08E+07,5.26E+07,2630594.1,6.87013E-05,2017.965326
eDCC30,32577.8551,1.41E+07,1.04E+07,4.80E+07,2157805.21,6.87013E-05,2017.761859
eDCC30,35539.4783,1.35E+07,1.01E+07,4.67E+07,1742333.58,6.87013E-05,2017.558392
eDCC30,38501.1015,1.32E+07,9962182.97,4.52E+07,1320999.24,6.87013E-05,2017.354924
eDCC30,41462.7247,1.27E+07,9519849.89,4.40E+07,895351.843,6.87013E-05,2017.151457
eDCC30,44424.3479,1.21E+07,9137215.04,4.27E+07,614414.778,6.87013E-05,2016.94799
eDCC30,47385.9711,1.13E+07,8572051.83,4.10E+07,447042.285,6.87013E-05,2016.744522
eDCC30,50347.5943,1.06E+07,7810701.29,4.05E+07,338296.271,6.87013E-05,2016.541055
eDCC30,53309.2175,9881900.18,7207824.47,3.91E+07,292672.079,6.87013E-05,2016.337587
eDCC30,56270.8407,9183631.33,6214238.94,3.68E+07,252406.433,6.87013E-05,2016.13412
eDCC30,59232.4638,8582333.12,5134328.15,3.62E+07,249246.579,6.87013E-05,2015.930653
eDCC30,62194.087,7970091.98,3916802.14,3.53E+07,270732.062,6.87013E-05,2015.727185
eDCC30,65155.7102,7465646.16,2651613.08,3.49E+07,263190.697,6.87013E-05,2015.523718
eDCC30,68117.3334,6953282.95,1897445.75,3.36E+07,270204.351,6.87013E-05,2015.320251
eDCC30,71078.9566,6543486.71,1584401.87,3.30E+07,281655.171,6.87013E-05,2015.116783
eDCC30,74040.5798,6066761.29,1494003.6,3.27E+07,299207.111,6.87013E-05,2014.913316
eDCC30,77002.203,5681796.3,1391757.84,3.10E+07,320418.079,6.87013E-05,2014.709849
eDCC30,79963.8262,5211398.01,1361799.97,2.95E+07,324751.424,6.87013E-05,2014.506381
eDCC30,82925.4494,4834661.72,1333839.12,2.81E+07,351436.159,6.87013E-05,2014.302914
eDCC30,85887.0726,4477526.3,1314415.4,2.69E+07,353747.907,6.87013E-05,2014.099446
eDCC30,88848.6958,4091823.61,1293892.64,2.55E+07,372653.157,6.87013E-05,2013.895979
eDCC30,91810.319,3776087.27,1279066.47,2.46E+07,368560.133,6.87013E-05,2013.692512
eDCC30,94771.9422,3556337.05,1273961.12,2.36E+07,420459.855,6.87013E-05,2013.489044
eDCC30,97733.5653,3373450.64,1291227.26,2.22E+07,420756.676,6.87013E-05,2013.285577
eDCC30,100695.189,3088052.07,1277079.61,2.01E+07,417227.114,6.87013E-05,2013.08211
eDCC30,103656.812,2875675.74,1288180.24,1.84E+07,397193.388,6.87013E-05,2012.878642
eDCC30,106618.435,2704274.05,1300215.14,1.77E+07,402234.965,6.87013E-05,2012.675175
eDCC30,109580.058,2592566.78,1312665.64,1.62E+07,412153.686,6.87013E-05,2012.471708
eDCC30,112541.681,2373096.93,1309708.57,1.35E+07,387999.254,6.87013E-05,2012.26824
eDCC30,115503.304,2260466.91,1312127.33,1.21E+07,219316.989,6.87013E-05,2012.064773
eDCC30,118464.928,2166464.56,1330257.71,9090529.55,123043.582,6.87013E-05,2011.861305
eDCC30,121426.551,2020111.81,1330729.77,7914597.65,68479.0385,6.87013E-05,2011.657838
eDCC30,124388.174,1874543.07,1323516.69,6255878.24,51196.5366,6.87013E-05,2011.454371
eDCC30,127349.797,1764317.74,1314415.4,5542036.47,38460.8228,6.87013E-05,2011.250903
eDCC30,130311.42,1664307.77,1305407.27,5220196.29,37603.9327,6.87013E-05,2011.047436
eDCC30,133273.044,1574548.14,1293205.37,4747017.31,34635.3411,6.87013E-05,2010.843969
eDCC30,136234.667,1469818.72,1269264.44,4305513.31,31996.1067,6.87013E-05,2010.640501
eDCC30,139196.29,1417584.65,1262879.41,4175781.36,30923.9265,6.87013E-05,2010.437034
eDCC30,142157.913,1380277.52,1244644.77,4150306.9,32422.5495,6.87013E-05,2010.233567
eDCC30,145119.536,1335058.05,1231424.46,4118093.76,32777.2042,6.87013E-05,2010.030099
eDCC30,148081.16,1305433.77,1206109.87,4090778.25,31203.8324,6.87013E-05,2009.826632
eDCC30,151042.783,1285111.65,1202603.88,4090778.25,29002.1899,6.87013E-05,2009.623164
eDCC30,154004.406,1252711.63,1167879.75,4066904.8,30741.819,6.87013E-05,2009.419697
eDCC30,156966.029,1237272.18,1142536.44,4136651.52,30741.819,6.87013E-05,2009.21623
eDCC30,159927.652,1205366.98,1094082.79,4118093.76,31307.237,6.87013E-05,2009.012762
eDCC30,162889.276,1188144.86,1053588.93,4174994.15,31328.9119,6.87013E-05,2008.809295
eDCC30,165850.899,1169970.64,1009454.37,4188165.82,31483.4923,6.87013E-05,2008.605828
eDCC30,168812.522,1144670.06,917816.353,4188165.82,31728.1389,6.87013E-05,2008.40236
eDCC30,171774.145,1120457.05,848023.111,4262414.76,32432.7742,6.87013E-05,2008.198893
eDCC30,174735.768,1089252.48,778229.869,4174994.15,33140.8135,6.87013E-05,2007.995426
eDCC30,177697.392,1074882.54,708436.627,4150306.9,33305.8769,6.87013E-05,2007.791958
eDCC30,180659.015,1060512.6,638643.385,4175703.42,32899.8391,6.87013E-05,2007.588491
eDCC30,183620.638,1046142.66,568850.143,4175781.36,32946.3272,6.87013E-05,2007.385023
eDCC30,186582.261,1031772.72,559056.901,4175703.42,33926.4003,6.87013E-05,2007.181556
eDCC30,189543.884,1017402.78,549263.659,4175703.42,34300.7509,6.87013E-05,2006.978089
eDCC30,192505.507,1003032.84,539470.417,4150306.9,33204.5329,6.87013E-05,2006.774621
eDCC30,195467.131,988662.9,529677.175,4118795.13,32970.5122,6.87013E-05,2006.571154
eDCC30,198428.754,974292.96,519883.933,4175703.42,32970.5122,6.87013E-05,2006.367687
eDCC30,201390.377,959923.02,510090.691,4188165.82,33386.5931,6.87013E-05,2006.164219
eDCC30,204352,945553.08,500297.449,4175703.42,32891.749,6.87013E-05,2005.960752
eDCC30,207313.623,931183.14,490504.207,4118093.76,33305.8769,6.87013E-05,2005.757285
eDCC30,210275.247,916813.2,480710.965,4064955.3,33782.0518,6.87013E-05,2005.553817
eDCC30,213236.87,902443.26,470917.723,4118093.76,33782.0518,6.87013E-05,2005.35035
eDCC30,216198.493,888073.32,461124.481,4104698.93,34598.9546,6.87013E-05,2005.146882
eDCC30,219160.116,873703.38,451331.239,4009622.69,34598.9546,6.87013E-05,2004.943415
eDCC30,222121.739,859333.44,441537.997,4009622.69,35108.1635,6.87013E-05,2004.739948
eDCC30,225083.363,844963.5,431744.755,3944361.35,34598.9546,6.87013E-05,2004.53648
eDCC30,228044.986,830593.56,421951.513,3940148.32,34361.8564,6.87013E-05,2004.333013
eDCC30,231006.609,816223.62,412158.271,3927679,34323.561,6.87013E-05,2004.129546
eDCC30,233968.232,801853.68,402365.029,3835601.65,33776.5617,6.87013E-05,2003.926078
eDCC30,236929.855,787483.74,392571.787,3833652.79,33776.5617,6.87013E-05,2003.722611
eDCC30,239891.479,773113.8,390778.545,3833652.79,33776.5617,6.87013E-05,2003.519144
eDCC30,242853.102,758743.86,388985.303,3827112.68,35692.3559,6.87013E-05,2003.315676
eDCC30,245814.725,744373.92,387192.061,3679702.77,35729.3076,6.87013E-05,2003.112209
eDCC30,248776.348,730003.98,385398.819,3639924.51,35589.3942,6.87013E-05,2002.908741
eDCC30,251737.971,715634.04,383605.577,3602237.72,35712.6682,6.87013E-05,2002.705274
eDCC30,254699.595,701264.1,381812.335,3569551.45,35712.6682,6.87013E-05,2002.501807
eDCC30,257661.218,686894.16,380019.093,3504640.3,36348.0603,6.87013E-05,2002.298339
eDCC30,260622.841,672524.22,378225.851,3504640.3,35844.4004,6.87013E-05,2002.094872
eDCC30,263584.464,658154.28,376432.609,3455050.19,36348.0603,6.87013E-05,2001.891405
eDCC30,266546.087,643784.34,374639.367,3455050.19,35844.4004,6.87013E-05,2001.687937
eDCC30,269507.71,629414.4,372846.125,3373163.12,36245.3536,6.87013E-05,2001.48447
eDCC30,272469.334,615044.46,371052.883,3335685.46,35844.4004,6.87013E-05,2001.281003
eDCC30,275430.957,600674.52,369259.641,3331448.29,36352.4069,6.87013E-05,2001.077535
eDCC30,278392.58,586304.58,367466.399,3269427.47,36348.0603,6.87013E-05,2000.874068
eDCC30,281354.203,571934.64,365673.157,3256610.89,35712.6682,6.87013E-05,2000.6706
eDCC30,284315.826,557564.7,363879.915,3205100.51,35844.4004,6.87013E-05,2000.467133
eDCC30,287277.45,543194.76,362086.673,3064935.32,36348.0603,6.87013E-05,2000.263666
eDCC30,290239.073,528824.82,360293.431,2894970.76,36245.3536,6.87013E-05,2000.060198
eDCC30,293200.696,NaN,NaN,NaN,NaN,6.87013E-05,1999.856731
